store_name,domain,url,category,subcategory,whatsapp,whatsapp_link,email,cnpj,instagram,platform,has_whatsapp,status,scraped_at
Puket,puket.com.br,https://www.puket.com.br/,Moda,Moda infantil / meias,554891922171,https://wa.me/554891922171,vtex.render-server@8.179.1,,,Outro,SIM,online,2026-04-07 13:44:34
"Moda Masculina: Roupas, Calçados e Acessórios",tng.com.br,https://www.tng.com.br/,Moda,Moda jovem,551146899312,https://wa.me/551146899312,sac@tng.com.br,,@tng.oficial,Outro,SIM,online,2026-04-07 13:44:36
TOULON,toulon.com.br,https://www.toulon.com.br/,Moda,Moda feminina,5527993167196,https://wa.me/5527993167196,vendas@toulon.com.br,28.518.374/0001-12,@toulonoficial,Outro,SIM,online,2026-04-07 13:44:50
Triton,triton.com.br,https://www.triton.com.br/,Moda,Moda masculina,5547991722981,https://wa.me/5547991722981,atendimento@triton.com.br,75.364.570/0007-55,@tritonoficial,Outro,SIM,online,2026-04-07 13:44:36
Petmais,lojapet.com.br,https://www.petmais.com.br/,Pet,Petshop,551134888000,https://wa.me/551134888000,,,@petmaisoficial,Outro,SIM,online,2026-04-07 13:45:21
PetAki,petaki.com.br,https://petaki.com.br/,Pet,Pet fashion,5582999961035,https://wa.me/5582999961035,,,,Outro,SIM,online,2026-04-07 13:45:10
BijouxNet,bijouxnet.com.br,https://www.bijouxnet.com.br/,Semi-Joias,Bijoux e semijoias – SP/Jardins,5511932539704,https://wa.me/5511932539704,contato@bijouxnet.com.br,18.328.230/0001-40,@bijouxnet,Outro,SIM,online,2026-04-07 13:43:46
Chicasemijoias,chicasemijoias.com.br,https://www.chicasemijoias.com.br/,Semi-Joias,Semijoias femininas,5519993434078,https://wa.me/5519993434078,chicasemijoias21@gmail.com,43.540.499/0001-32,@chicasemijoias2021,Outro,SIM,online,2026-04-07 13:43:43
Deitos Joias,deitosjoias.com.br,https://www.deitosjoias.com.br/,Semi-Joias,Semijoias folheadas ouro 18k / Prata / Aço Inox,5554996687993,https://wa.me/5554996687993,deitosjoias@gmail.com,,@deitosjoiass,Outro,SIM,online,2026-04-07 13:43:43
Francisca Joias,franciscajoias.com.br,https://www.franciscajoias.com.br/,Semi-Joias,Maior e-commerce semijoias BR,5519999240823,https://wa.me/5519999240823,sac@franciscajoias.com.br,47.691.119/0001-11,@franciscajoias,Outro,SIM,online,2026-04-07 13:43:43
JULIA SIMÕES SEMIJOIAS,juliasimoessemijoias.com.br,https://www.juliasimoessemijoias.com.br/,Semi-Joias,Semijoias finas – BH/MG,5531971784821,https://wa.me/5531971784821,juliasimoessemijoias@gmail.com,,@juliasimoes_semijoias,Outro,SIM,online,2026-04-07 13:43:45
Munrá Semijoias,munrasemijoias.com.br,https://munrasemijoias.com.br/,Semi-Joias,Semijoias revenda / franquia,5519998998421,https://wa.me/5519998998421,munra.site@gmail.com,,@munrasemijoias,Outro,SIM,online,2026-04-07 13:43:45
Rommanel,rommanel.com.br,https://www.rommanel.com.br/,Semi-Joias,Semijoias folheadas – revenda,5511971483889,https://wa.me/5511971483889,vtex.render-server@8.179.1,,@rommanel,Outro,SIM,online,2026-04-07 13:43:45
Semijoias da Rô,semijoiasdaro.com.br,https://semijoiasdaro.com.br/,Semi-Joias,Semijoias nacionais e importadas,5567992276308,https://wa.me/5567992276308,contato@semijoiasdaro.com.br,,@semijoiasdarotls,Outro,SIM,online,2026-04-07 13:43:43
Semi Jóias GC,semijoiasgc.com.br,https://www.semijoiasgc.com.br/,Semi-Joias,Semijoias atacado e varejo,5511916971685,https://wa.me/5511916971685,contato@semijoiasgc.com.br,05.364.800/0001-05,@goldenclasssemijoias,Outro,SIM,online,2026-04-07 13:43:43
Terumy Acessórios,terumyacessorios.com.br,https://www.terumyacessorios.com.br/,Semi-Joias,Acessórios e semijoias – SP,5511943601710,https://wa.me/5511943601710,contato@terumyacessorios.com.br,11.123.822/0001-86,@terumyacessorios,Outro,SIM,online,2026-04-07 13:43:48
Vertti,vertti.com.br,https://vertti.com.br/,Semi-Joias,Semijoias luxo,554432262206,https://wa.me/554432262206,bootstrap@5.0.2,,@vertti.tecnologia,Outro,SIM,online,2026-04-07 13:43:48
Home,villasemijoias.com.br,https://villasemijoias.com.br/,Semi-Joias,Semijoias – Brasília/DF,5561995923815,https://wa.me/5561995923815,shadow@2x.png,11260230/0001-04,@villasemijoias_,Outro,SIM,online,2026-04-07 13:43:45
